index	Dialister	Sodaliphilus	Pseudoscardovia	Fibrobacter	Bifidobacterium	Pyramidobacter	Eubacterium (T)	Oribacterium	Bacteroidales (RUG11257)	Streptococcus	Pseudoramibacter	Lachnospiraceae	Cryptobacteroides	Bacteroidales (UBA1711)	Treponema (D)	Limosilactobacillus	Limimorpha	Lactobacillus	Prevotella
100s	0.24734409212553726	0.25748114508150194	1.2225285864893358	0.20071364852809992	1.445543751520558	0.16219284729543426	0.3588516746411483	4.024410023517963	0.0040548211823858565	4.474495174762793	1.8834644392182305	1.4779823209796448	0.17030248966020597	3.8703268185873005	2.8181007217581704	16.215229908361042	0.02432892709431514	20.272078501338093	22.044035358040713
101s	1.8093786124746603	1.6552463603008931	4.684280185628842	0.3233426594514902	1.283318534403324	0.18093786124746603	1.5899076881837524	1.5848816364824339	0.09214428119083919	1.6334668029285127	4.610564760676172	4.980817236006634	0.5645931411147782	5.687815175325437	4.555278191961668	10.965169461709863	0.13235269480138717	15.049674144314698	20.74419072190856
102s	1.9642385272615168	0.24310754866555098	1.1397868404826919	0.2994803135735048	1.1239320003523299	0.14621685898000528	1.2419624768783581	2.964855104377697	0.28010217563639567	2.27781203206201	3.0723156874834845	2.0963621950145335	0.36994626970844713	3.7223641328283272	4.833964590857042	15.433806042455739	0.6958513168325553	13.823658944772307	20.524971373205318
103s	0.23910564986065366	1.3427919939194324	1.6594882189004307	0.8677476564479352	0.9358373448188498	0.5067139599695971	2.490815809475551	1.6864073980238155	0.12667848999239928	2.0458576133772484	7.605459842918673	3.3997339751710163	0.4671269318469724	1.9983531796300988	5.925386369394476	10.598239168989105	0.3056118571066633	20.035786673422855	17.844248796554346
104s	0.2880592211136144	0.3749597682652076	0.4425490827164467	1.2471837785645317	0.30254264563887995	0.35886707434824594	2.302864499517219	3.439008690054715	0.1770196330865787	3.0238171869971033	3.728677180560026	1.731573865465079	0.24299967814612167	1.1747666559382042	6.279369166398455	10.23495333118764	0.2526552944962987	16.746057289990343	22.3109108464757
105s	2.4962582852255717	1.6196279666452855	1.8459126220511723	0.18886750766160645	0.10512436747202622	0.6628180457558264	2.895374527831231	1.332763167272468	0.08196137124937639	2.692252868647994	8.301261492409665	4.397405744423064	0.7233981897227568	2.2289929441949967	5.393414581997007	8.905281163138765	0.3723897085026014	15.839925878412087	17.994084527118524
106s	1.7966894159345423	0.2545152897703707	0.9332227291580256	0.26771237886957505	0.10369141435089176	0.06221484861053505	1.10855548433317	2.3754760378567927	0.42607744806002795	2.5790882696730892	1.5214358432939934	0.7164134082425248	0.2205799178009879	2.5828588665585763	4.1608536631348745	17.59549036612496	0.5373100561818935	20.49130877417895	16.62456166811206
107s	0.31638812865156546	1.3645451192763836	1.6984025311050293	0.116461887847202	0.9355771657058561	0.7511791766144529	2.6029231933849646	1.6459946815737883	0.09705157320600166	2.140957704924397	10.042896795357052	6.762553620994197	0.5396067470253693	2.1079601700343567	7.257516644344805	6.9566567674062	0.1630466429860828	13.554222713950193	19.66264873153594
108s	0.41723681554094977	0.21310482514188292	1.0498216649094867	0.42845285896946994	1.3122770811368583	0.15478139931357815	1.6981089750779517	2.3598555373606405	0.13459252114224185	1.870836043877162	3.898696695753606	1.9919693129051796	0.21310482514188292	1.73624352273492	6.489602727741762	11.570470400861392	0.2736714596558918	18.021938580946184	23.32039749657911
109s	2.574901375413157	1.471372214521804	3.9698617478764615	0.29320823115470734	0.41404556278210186	0.37672815154423	1.9422824039520916	1.4518249991114902	0.08351992038952269	2.073781853076021	6.905498098589047	3.134662543981235	0.5402139531577638	4.044496570352205	5.156910829157337	8.671855563848313	0.07818886164125528	17.17844830650034	18.441909229839712
